id_cliente,nombre,apellido,edad,antiguedad_laboral,ingresos_anuales,puntaje_credito,monto_prestamo,proposito_prestamo,estado_pago
10378,Carlos,Martínez,39,11,24315167,541,14347666,Personal,Pagado
10379,Carlos,García,59,18,55162401,584,27989254,Vivienda,Pagado
10380,Lucía,Gutiérrez,29,3,24628925,625,12835135,Personal,Pagado
10381,Diana,González,29,11,20784504,513,11234315,Vivienda,No Pagado
10382,Valentina,Gómez,32,8,16862383,538,10949255,Negocio,Pagado
10383,Mariana,Torres,22,0,8000000,469,9368475,Vivienda,No Pagado
10384,Carlos,González,32,5,29852402,493,10082639,Coche,No Pagado
10385,Ricardo,Rojas,30,3,20905112,438,12776316,Coche,No Pagado
10386,Paola,Díaz,39,8,29125496,597,18034175,Personal,Pagado
10387,Sebastián,Reyes,41,6,34240771,586,14628214,Educacion,Pagado
10388,Ana,García,56,16,42219759,569,22077701,Personal,No Pagado
10389,Natalia,Vargas,47,18,42932622,514,23100928,Negocio,Pagado
10390,Andrés,Rodríguez,32,7,27276320,528,1530893,Personal,Pagado
10391,Fernando,Pérez,29,0,21779352,481,3908569,Negocio,No Pagado
10392,Daniela,Torres,42,14,27736247,531,8036371,Educacion,Pagado
10393,Ricardo,Ramos,24,4,16701343,423,8481155,Personal,No Pagado
10394,Catalina,Pérez,56,16,47812676,600,17915564,Personal,Pagado
10395,Ana,Castillo,49,16,37189890,579,17631782,Personal,Pagado
10396,Natalia,Morales,33,3,31826847,583,14628622,Personal,Pagado
10397,Gabriel,González,22,0,29732006,486,6203544,Coche,Pagado
10398,Camila,Castro,51,19,46281926,557,9095893,Vivienda,Pagado
10399,Sebastián,Medina,36,6,36264159,447,21120966,Coche,No Pagado
10400,Sofía,Rivera,50,8,41603636,631,24995873,Personal,Pagado
10401,Sebastián,Reyes,22,0,15328689,536,3746132,Personal,No Pagado
10402,Fernando,Morales,32,5,27000758,520,13454518,Coche,Pagado
10403,Ricardo,Ramos,38,12,42466604,468,21200136,Educacion,Pagado
10404,Daniela,Rojas,38,8,28182231,467,15732497,Vivienda,No Pagado
10405,Daniela,Morales,33,4,21003363,487,8025664,Personal,Pagado
10406,María,Ortiz,44,14,31129027,603,14960865,Vivienda,Pagado
10407,Paola,Rojas,27,3,21112353,519,10307833,Vivienda,No Pagado
10408,Alejandra,Cruz,36,5,23382639,444,9753127,Coche,Pagado
10409,Marcela,Rivera,39,12,41370097,565,7534155,Vivienda,Pagado
10410,Sofía,Ruiz,43,11,36081782,504,9379751,Educacion,Pagado
10411,Catalina,Torres,45,12,41458631,529,22042864,Vivienda,No Pagado
10412,Laura,Castro,26,3,20106673,553,6066228,Personal,Pagado
10413,José,Rojas,22,0,12299014,528,5736532,Personal,No Pagado
10414,Sebastián,Castro,50,12,33053030,626,21927826,Vivienda,Pagado
10415,Alejandra,Mendoza,41,10,28860041,540,11776198,Educacion,Pagado
10416,Lucía,Rodríguez,30,3,25737627,561,8250847,Educacion,Pagado
10417,Paula,Pérez,53,19,46799414,548,30332559,Personal,Pagado
10418,José,Gómez,39,9,34815980,525,17287862,Personal,No Pagado
10419,Felipe,Martínez,49,16,33156636,546,18639095,Educacion,Pagado
10420,Diana,Cruz,38,8,30797954,536,8213909,Personal,Pagado
10421,Carlos,García,58,21,42869690,520,10553449,Educacion,Pagado
10422,Sebastián,Rojas,55,18,47007329,573,22711291,Coche,Pagado
10423,Santiago,Martínez,35,7,30995385,607,17756939,Vivienda,Pagado
10424,Ricardo,Vargas,47,12,31939134,498,10997678,Personal,Pagado
10425,Carolina,Torres,44,8,39240148,481,18534530,Coche,No Pagado
10426,Ricardo,Guerrero,51,16,53494114,510,17795088,Educacion,Pagado
10427,Juan,Guerrero,28,3,26974178,654,8911555,Vivienda,Pagado
10428,Camila,Cruz,44,9,33985829,577,11042183,Vivienda,Pagado
10429,Diana,Mendoza,48,16,38417271,549,21861549,Educacion,Pagado
10430,Andrea,Guerrero,22,0,16954680,492,8603609,Vivienda,No Pagado
10431,Nicolás,Hernández,26,1,16996330,511,7757373,Educacion,Pagado
10432,Carolina,Ramos,22,3,20461991,455,7670868,Personal,Pagado
10433,Fernando,Cruz,35,7,22907687,495,5625697,Educacion,Pagado
10434,Isabela,Castillo,45,11,26751511,542,8948122,Personal,Pagado
10435,Marcela,Ruiz,53,16,44098008,539,9499983,Personal,Pagado
10436,Marcela,Pérez,38,9,31306165,513,20806219,Personal,Pagado
10437,Catalina,Vargas,54,11,38744149,598,14682544,Educacion,Pagado
10438,Fernando,Castro,24,0,12786516,436,7347424,Personal,No Pagado
10439,Andrés,Castro,22,5,21448720,634,2564161,Negocio,Pagado
10440,Carlos,Bermúdez,37,6,24449124,571,8162014,Coche,Pagado
10441,Marcela,Ruiz,41,9,32305278,473,19398697,Coche,Pagado
10442,Mariana,Guerrero,37,6,38224859,400,17749415,Coche,No Pagado
10443,José,Bermúdez,22,0,21255948,452,10975073,Personal,Pagado
10444,Natalia,González,37,6,22554336,566,12014291,Educacion,Pagado
10445,Diego,Bermúdez,24,2,13625742,518,2705698,Negocio,No Pagado
10446,Fernando,López,44,12,36759095,547,16973545,Vivienda,Pagado
10447,Paula,Mendoza,41,12,27323396,508,16476266,Educacion,Pagado
10448,Juan,Gutiérrez,28,0,11591372,451,4530656,Educacion,Pagado
10449,Isabela,Martínez,32,4,28261860,496,16220892,Coche,Pagado
10450,Laura,Reyes,27,2,23404678,448,7013216,Vivienda,No Pagado
10451,Camilo,Gutiérrez,37,9,32852991,511,11726925,Vivienda,No Pagado
10452,Daniela,Gutiérrez,47,10,38315175,634,15650738,Vivienda,Pagado
10453,Miguel,Castillo,28,6,23673446,464,13217113,Vivienda,Pagado
10454,Natalia,Castillo,43,14,32889057,582,11542654,Negocio,Pagado
10455,Daniela,Rodríguez,32,2,27380674,560,12449746,Vivienda,Pagado
10456,José,Gómez,30,3,31649417,456,20750604,Coche,No Pagado
10457,Daniela,Bermúdez,36,5,25893854,481,13298525,Vivienda,No Pagado
10458,Lucía,Mendoza,27,10,19896298,561,10552963,Vivienda,Pagado
10459,David,Cruz,32,4,19924402,464,6935491,Personal,Pagado
10460,Santiago,González,26,7,18866348,496,11737927,Educacion,Pagado
10461,Luis,Martínez,57,14,45612992,702,17864366,Coche,Pagado
10462,Natalia,González,38,5,18901862,583,10751040,Vivienda,Pagado
10463,Alejandra,González,31,2,26395852,520,6683210,Vivienda,No Pagado
10464,Valentina,González,40,6,34419565,588,16183144,Educacion,Pagado
10465,María,Martínez,36,6,19809608,521,2524025,Personal,No Pagado
10466,Alejandra,Martínez,35,4,22504097,579,3732053,Negocio,Pagado
10467,José,Ramos,44,9,35198404,440,10673720,Vivienda,Pagado
10468,Catalina,Aguilar,45,15,37082651,548,22261056,Educacion,Pagado
10469,Alejandro,Medina,32,9,30198187,405,18193489,Educacion,No Pagado
10470,Carolina,Medina,32,8,26494315,527,12788903,Personal,Pagado
10471,Isabela,Medina,35,8,35323847,517,10718502,Educacion,Pagado
10472,Isabela,Bermúdez,22,0,16394153,563,5714244,Coche,Pagado
10473,Alejandra,Gutiérrez,22,0,13084835,525,9935243,Personal,No Pagado
10474,Julián,Rojas,51,12,34882790,541,5661105,Negocio,Pagado
10475,Paola,Ramos,54,17,47677342,561,21916762,Coche,Pagado
10476,Diana,López,35,3,27148105,547,8110643,Personal,Pagado
10477,Carolina,García,43,8,36968579,519,20946342,Personal,Pagado
10478,Laura,Rojas,41,13,37665612,544,14077124,Coche,Pagado
10479,Diana,Morales,65,27,44500750,682,11156185,Personal,Pagado
10480,Catalina,Sánchez,49,15,34499586,519,18367079,Personal,Pagado
10481,Fernando,Reyes,36,10,25296874,503,10026889,Negocio,Pagado
10482,Diego,Sánchez,28,2,18319679,487,9291723,Coche,No Pagado
10483,Laura,Pérez,22,0,15898223,661,5954543,Coche,Pagado
10484,Valentina,Vargas,40,11,38195747,577,19414664,Personal,Pagado
10485,Isabela,Sánchez,30,6,31192411,577,12162561,Personal,Pagado
10486,Sofía,Ruiz,23,1,17535545,533,12357213,Vivienda,Pagado
10487,Camilo,Castillo,31,4,23743595,560,12451599,Educacion,No Pagado
10488,Nicolás,Bermúdez,27,5,19472831,528,9698728,Personal,No Pagado
10489,Valentina,Guerrero,54,13,42845938,601,26938385,Personal,Pagado
10490,Ana,Rojas,46,10,37412604,478,25626771,Educacion,No Pagado
10491,Diego,Rivera,37,4,32632377,553,14523289,Educacion,Pagado
10492,Felipe,Morales,52,15,45992193,572,15469878,Coche,Pagado
10493,Alejandra,Rivera,38,5,18089409,559,9480990,Vivienda,No Pagado
10494,Fernando,Ortiz,29,1,21837275,504,6989160,Personal,No Pagado
10495,Felipe,Torres,53,13,48720500,623,17910574,Personal,Pagado
10496,Fernando,Pérez,43,10,32409425,600,17039333,Negocio,Pagado
10497,Alejandro,Rivera,27,0,26696209,345,16925337,Vivienda,No Pagado
10498,David,Ramos,36,7,27667740,504,14870223,Coche,Pagado
10499,Camila,González,29,7,25874617,408,12121867,Vivienda,Pagado
10500,Gabriel,Morales,24,1,13915546,505,9067209,Coche,No Pagado
10501,Paula,Ramírez,47,17,34303757,543,18606760,Personal,Pagado
10502,Felipe,Pérez,57,22,51427457,667,23703590,Vivienda,Pagado
10503,Ricardo,Ramos,24,3,24809091,508,8048451,Vivienda,No Pagado
10504,Sebastián,Mendoza,43,11,35132144,523,20568012,Personal,Pagado
10505,Isabela,Rojas,31,5,19262378,563,7559937,Coche,Pagado
10506,Fernando,Díaz,33,8,28019022,504,16964700,Vivienda,No Pagado
10507,Valentina,Flores,32,4,31886174,493,18943484,Vivienda,No Pagado
10508,María,Pérez,29,0,30914332,534,13060140,Coche,Pagado
10509,Alejandra,Castro,38,9,29616460,623,17042444,Personal,Pagado
10510,Laura,Torres,29,0,13900660,551,6682556,Vivienda,Pagado
10511,Ricardo,Castro,40,6,35401817,573,23147555,Vivienda,Pagado
10512,Paola,Ramírez,37,8,28820184,683,19280539,Educacion,Pagado
10513,Paola,López,35,6,32915203,488,13678237,Personal,No Pagado
10514,Gabriel,Morales,28,0,23005361,464,7133428,Personal,No Pagado
10515,Paula,Torres,32,5,21582779,523,8493240,Negocio,Pagado
10516,Sebastián,Ortiz,45,14,37691221,639,23886506,Vivienda,Pagado
10517,Isabela,Castillo,43,7,39941691,500,23027312,Personal,No Pagado
10518,Laura,Reyes,28,7,23654230,603,11100317,Educacion,Pagado
10519,Natalia,Ramírez,38,3,23625974,452,10872019,Personal,No Pagado
10520,Luis,Gómez,45,18,31056779,546,11293967,Vivienda,Pagado
10521,Julián,García,22,0,14139176,496,4145474,Educacion,Pagado
10522,Fernando,Rodríguez,43,11,32949318,500,18198241,Negocio,No Pagado
10523,Alejandro,Gómez,31,0,27499995,482,9099116,Personal,No Pagado
10524,José,Castillo,43,10,28995753,590,15968372,Personal,Pagado
10525,Camilo,Ramírez,30,5,32568759,595,19785212,Coche,Pagado
10526,Gabriela,Pérez,22,0,11314238,369,3159600,Personal,Pagado
10527,David,Morales,22,0,29657430,504,15770177,Personal,Pagado
10528,Diego,Ortiz,38,5,38227592,532,19698289,Vivienda,No Pagado
10529,Mariana,Pérez,40,12,34305831,548,12955991,Personal,No Pagado
10530,Alejandro,Hernández,28,3,14561532,484,7070507,Educacion,Pagado
10531,Andrea,Gutiérrez,44,16,37322879,482,12556086,Vivienda,Pagado
10532,Juan,Ortiz,22,0,16065795,572,8823814,Vivienda,No Pagado
10533,Sebastián,Flores,37,6,23028563,592,5066664,Educacion,Pagado
10534,Natalia,Castro,25,4,22855048,493,7757797,Vivienda,Pagado
10535,Catalina,Rivera,31,0,19281784,485,11586430,Educacion,No Pagado
10536,Gabriela,Castro,38,4,25625470,499,9412345,Personal,No Pagado
10537,Felipe,Rojas,29,7,23981606,367,14664323,Vivienda,Pagado
10538,Miguel,Torres,34,2,23125455,541,4503742,Educacion,Pagado
10539,Carlos,Gómez,48,8,47190783,611,13480969,Vivienda,Pagado
10540,Ana,Rivera,32,11,25721426,525,14772604,Personal,Pagado
10541,Camilo,Ruiz,46,8,37804405,554,22671158,Coche,Pagado
10542,David,Torres,26,3,22327612,508,10861582,Vivienda,No Pagado
10543,Valentina,Ramos,43,11,36763751,503,23206921,Vivienda,Pagado
10544,Santiago,Gutiérrez,52,7,40945442,547,21715632,Negocio,Pagado
10545,Alejandra,López,22,0,22406807,482,6393456,Educacion,Pagado
10546,Daniel,Medina,30,5,26132230,551,18329376,Personal,No Pagado
10547,Paula,Castillo,43,12,36524478,626,16478801,Coche,Pagado
10548,Felipe,González,35,9,29692385,514,11113319,Vivienda,No Pagado
10549,Paola,González,41,8,31907910,485,20423753,Personal,Pagado
10550,Andrea,Castro,31,7,21641010,515,11375049,Personal,Pagado
10551,José,Medina,38,6,29695658,645,14924051,Coche,Pagado
10552,Daniela,Rivera,36,3,28806336,476,17690128,Vivienda,Pagado
10553,Felipe,Rojas,49,10,40210822,616,31257962,Coche,Pagado
10554,Paola,Martínez,40,5,31701423,614,7993516,Vivienda,Pagado
10555,Andrés,Castro,41,13,33435224,524,18515046,Educacion,Pagado
10556,Diego,Sánchez,33,1,24714600,481,9592311,Educacion,No Pagado
10557,Camila,Mendoza,33,6,24231767,551,9961080,Coche,No Pagado
10558,Nicolás,Rodríguez,33,5,28166119,541,18810002,Vivienda,Pagado
10559,Camila,Gutiérrez,41,9,31894358,581,17035848,Negocio,No Pagado
10560,Miguel,Ramírez,33,10,29502804,636,8115747,Vivienda,Pagado
10561,Paola,Gómez,40,8,37004015,552,19118946,Vivienda,Pagado
10562,Carlos,Pérez,58,20,44053205,526,22817403,Vivienda,Pagado
10563,Andrés,Torres,46,12,40183476,563,9609711,Vivienda,Pagado
10564,Diego,Ramírez,34,6,27766050,537,16947678,Personal,Pagado
10565,Camila,Bermúdez,50,21,53305967,646,30851708,Vivienda,Pagado
10566,Valentina,Mendoza,33,1,23918498,508,10105486,Personal,No Pagado
10567,Marcela,Cruz,22,4,23075822,469,7858664,Educacion,No Pagado
10568,Gabriela,González,27,4,22676767,428,8609594,Coche,Pagado
10569,Daniel,Rivera,22,0,11058477,515,5402574,Personal,No Pagado
10570,Diana,García,34,11,26996554,707,12174913,Coche,Pagado
10571,María,Rivera,38,2,32802355,524,8282940,Educacion,Pagado
10572,Ricardo,Mendoza,54,14,40636527,605,24844804,Negocio,Pagado
10573,María,Hernández,41,6,20698718,507,14615323,Personal,No Pagado
10574,Luis,Ortiz,35,8,28842984,456,12247896,Educacion,Pagado
10575,Catalina,Ortiz,46,9,30538318,579,7024475,Negocio,Pagado
10576,Alejandra,Morales,22,1,19059088,491,8030293,Vivienda,No Pagado
10577,Isabela,Ortiz,40,8,39755735,413,14958998,Negocio,Pagado
10578,Felipe,Martínez,45,10,39647286,645,19736064,Negocio,Pagado
10579,Nicolás,Aguilar,23,2,27083279,518,11880207,Coche,No Pagado
10580,Julián,Torres,49,13,36592439,569,19417991,Educacion,No Pagado
10581,Gabriel,Guerrero,41,6,31084168,519,14542967,Personal,No Pagado
10582,Héctor,Gutiérrez,33,14,24977819,542,10655938,Negocio,Pagado
10583,Paula,Rojas,44,10,31779782,575,18909644,Coche,Pagado
10584,Carlos,Gómez,60,12,40965575,617,24240716,Vivienda,Pagado
10585,Andrés,Rojas,39,6,24066385,593,15152052,Educacion,Pagado
10586,Ricardo,Gutiérrez,40,5,37629283,615,20900025,Educacion,Pagado
10587,Laura,Martínez,33,8,17340198,626,6072532,Coche,Pagado
10588,Luis,Rojas,29,4,30650694,466,17682555,Personal,No Pagado
10589,Fernando,Medina,46,13,43830294,530,17948689,Coche,Pagado
10590,José,Aguilar,29,2,25498963,530,15656089,Educacion,Pagado
10591,Diana,Martínez,38,7,24827463,489,14029047,Vivienda,Pagado
10592,Ricardo,Aguilar,33,4,18289124,482,4214291,Negocio,No Pagado
10593,Miguel,Vargas,42,10,31257981,571,9990082,Educacion,Pagado
10594,Gabriela,Guerrero,41,12,37325602,595,6642582,Vivienda,Pagado
10595,Fernando,Rojas,48,14,39215318,634,12157799,Vivienda,Pagado
10596,Carolina,Rivera,32,7,21582502,505,12569194,Personal,Pagado
10597,Camila,Guerrero,35,8,34741023,555,14969013,Coche,Pagado
10598,Miguel,Ramos,28,6,32421916,524,16267364,Personal,Pagado
10599,Camila,Pérez,33,6,25867004,521,17943058,Coche,Pagado
10600,Alejandra,Vargas,41,11,34346684,499,11866020,Educacion,Pagado
10601,Daniela,Bermúdez,45,15,30255756,500,18123054,Vivienda,Pagado
10602,Miguel,Castillo,28,1,19928066,541,9362451,Personal,No Pagado
10603,Camila,Sánchez,46,9,38552199,513,11311955,Educacion,Pagado
10604,Camila,Ramírez,51,11,41574282,475,23896589,Vivienda,No Pagado
10605,Catalina,Díaz,42,11,31861660,544,20701405,Vivienda,Pagado
10606,Alejandra,González,56,11,41428782,665,7943048,Coche,Pagado
10607,Andrea,Bermúdez,30,5,22563946,357,11013678,Coche,No Pagado
10608,Camilo,Ruiz,25,1,18807676,481,11652822,Personal,Pagado
10609,Alejandro,Ortiz,22,3,21316174,527,2658650,Coche,Pagado
10610,Marcela,Ruiz,52,13,31362314,470,12311680,Personal,Pagado
10611,Nicolás,Morales,44,10,34828252,540,20371863,Educacion,Pagado
10612,Diego,Castillo,37,11,33149877,471,21367817,Negocio,Pagado
10613,Camila,Rivera,40,13,31147576,485,19300659,Personal,Pagado
10614,Natalia,Ruiz,26,0,18003334,476,6015513,Negocio,No Pagado
10615,Diego,López,62,21,48148027,542,22489836,Negocio,Pagado
10616,Isabela,Sánchez,39,9,29404750,470,18508542,Vivienda,Pagado
10617,Daniel,Pérez,39,10,32229418,535,11385426,Personal,Pagado
10618,Julián,Cruz,45,11,36845013,678,21802830,Coche,Pagado
10619,Sebastián,Bermúdez,42,14,25097428,584,16741544,Vivienda,Pagado
10620,Valentina,Bermúdez,40,3,33264401,597,20911974,Personal,No Pagado
10621,Juan,Hernández,30,3,22550005,555,6924554,Personal,Pagado
10622,José,González,42,11,44064815,513,17697783,Personal,Pagado
10623,Sofía,Díaz,56,18,39641757,601,19419615,Personal,Pagado
10624,Sebastián,Ruiz,51,19,38663427,632,19692856,Educacion,Pagado
10625,Marcela,Gómez,53,19,43185455,624,24648730,Educacion,Pagado
10626,Carlos,Torres,32,4,27666127,529,4555743,Vivienda,Pagado
10627,Julián,Gutiérrez,28,7,14646163,530,5165340,Coche,Pagado
10628,Diana,Castro,36,5,24254499,662,14624277,Negocio,Pagado
10629,Luis,López,38,11,34956600,583,22473933,Negocio,Pagado
10630,María,Sánchez,48,18,36059380,545,20811526,Educacion,Pagado
10631,Daniela,Castillo,22,4,26450131,489,14007970,Vivienda,Pagado
10632,Valentina,Flores,53,16,40730582,519,31238800,Vivienda,No Pagado
10633,Ana,Reyes,36,6,24303133,656,11847528,Educacion,Pagado
10634,Andrea,Gutiérrez,33,1,28051221,609,16042468,Negocio,Pagado
10635,Diego,Ruiz,27,3,30238086,512,7783513,Educacion,No Pagado
10636,Marcela,Vargas,22,0,20081981,609,10954050,Educacion,No Pagado
10637,Lucía,Rojas,46,10,42702146,596,22225457,Coche,Pagado
10638,Isabela,Flores,38,4,37583176,515,16406148,Vivienda,No Pagado
10639,Carlos,Morales,25,0,15190706,544,1730790,Personal,Pagado
10640,María,Rivera,25,1,24891956,521,8222532,Personal,Pagado
10641,Daniel,Gómez,34,7,20382647,566,3254431,Coche,No Pagado
10642,Camila,Guerrero,54,14,44924512,507,17242122,Educacion,Pagado
10643,Camilo,Morales,35,10,29443410,482,17934939,Vivienda,No Pagado
10644,Sebastián,Aguilar,22,0,24214751,573,7061279,Personal,Pagado
10645,Paula,Rojas,35,4,33261257,622,15677100,Negocio,No Pagado
10646,Sebastián,Ruiz,35,7,31448916,606,11466130,Vivienda,Pagado
10647,Gabriela,García,22,6,21892139,612,13194137,Negocio,Pagado
10648,Andrés,Morales,37,9,33141843,565,15111991,Coche,Pagado
10649,Laura,Cruz,35,5,28108854,554,12402056,Personal,Pagado
10650,Catalina,Hernández,44,6,33294021,501,19746164,Vivienda,Pagado
10651,Catalina,Rivera,56,16,52012890,559,29478097,Coche,Pagado
10652,José,Sánchez,49,14,47614449,461,32600941,Coche,No Pagado
10653,José,Pérez,35,5,27091704,508,11216598,Personal,Pagado
10654,Felipe,Rodríguez,26,0,21588182,387,9561553,Personal,No Pagado
10655,Camilo,Rivera,63,18,50208276,667,32848630,Personal,Pagado
10656,María,Ruiz,38,12,24341507,553,11975139,Educacion,Pagado
10657,Gabriel,Díaz,38,12,30717822,423,15722800,Personal,No Pagado
10658,Alejandro,Morales,37,5,36998521,525,19263062,Coche,No Pagado
10659,Carlos,Flores,39,11,28851120,645,17615294,Educacion,Pagado
10660,Diego,Ramos,36,3,38172717,527,20128587,Vivienda,Pagado
10661,Santiago,Ramírez,32,9,33460631,466,8525566,Personal,No Pagado
10662,Carlos,Torres,32,6,28407490,421,11907868,Personal,No Pagado
10663,Mariana,Reyes,37,10,33804216,437,18815937,Vivienda,No Pagado
10664,Diana,Rivera,32,0,19413966,544,5503304,Personal,Pagado
10665,Lucía,Hernández,30,6,23873856,488,6470830,Personal,No Pagado
10666,Camila,Ortiz,39,8,38606995,522,17470664,Vivienda,Pagado
10667,Paula,Flores,35,9,26327353,502,14221216,Personal,Pagado
10668,Miguel,Ramírez,53,18,49105658,574,30783866,Personal,Pagado
10669,Paola,Ruiz,22,0,11114799,418,10036586,Educacion,Pagado
10670,Daniela,Castro,48,11,32009207,578,18001826,Vivienda,No Pagado
10671,Lucía,Hernández,50,16,50706923,497,26919853,Negocio,No Pagado
10672,Andrés,Guerrero,22,0,17940814,447,10678366,Personal,No Pagado
10673,Fernando,Vargas,34,3,23707500,577,5975067,Personal,Pagado
10674,Carlos,Vargas,34,3,33213704,547,16581382,Coche,Pagado
10675,Sebastián,Castillo,23,0,24829107,532,6860040,Vivienda,Pagado
10676,Sofía,Vargas,30,2,28203772,632,8950251,Negocio,Pagado
10677,Sofía,Morales,26,5,19550510,496,9045662,Educacion,Pagado
10678,Camilo,Ramos,55,17,43165412,585,22319455,Vivienda,Pagado
10679,Laura,Morales,47,11,38958144,547,21479218,Vivienda,Pagado
10680,Héctor,Hernández,50,16,44671996,547,21042240,Educacion,Pagado
10681,Catalina,González,45,9,32857582,498,7621032,Educacion,Pagado
10682,María,Ruiz,26,2,22053685,505,16285300,Personal,Pagado
10683,Gabriel,López,32,4,26936956,537,7693810,Coche,Pagado
10684,Juan,Rodríguez,42,12,41233848,573,29035297,Coche,Pagado
10685,Luis,Medina,25,0,23572329,502,13642963,Educacion,No Pagado
10686,Paola,Hernández,45,9,27865991,602,10363543,Educacion,No Pagado
10687,Gabriela,Ramírez,35,2,25531848,526,7933270,Personal,Pagado
10688,Lucía,Medina,34,5,22556083,498,13494624,Educacion,Pagado
10689,Gabriela,Reyes,45,15,40640437,506,25373476,Negocio,Pagado
10690,Lucía,Díaz,42,8,37815766,463,12418083,Personal,Pagado
10691,Julián,Pérez,34,4,27307779,603,9899713,Coche,Pagado
10692,Sofía,Mendoza,49,16,39259364,528,22059961,Vivienda,Pagado
10693,Héctor,Ortiz,27,6,23745848,453,11606823,Vivienda,No Pagado
